file,line,form,module,names,level
idaes/core/util/diagnostics_tools/evaluation_error.py,20,from,math,inf;isfinite,0
idaes/core/util/diagnostics_tools/evaluation_error.py,21,from,typing,List,0
idaes/core/util/diagnostics_tools/evaluation_error.py,23,from,pyomo.environ,Binary;Integers,0
idaes/core/util/diagnostics_tools/evaluation_error.py,27,from,pyomo.core.expr.numeric_expr,DivisionExpression;NPV_DivisionExpression;PowExpression;NPV_PowExpression;UnaryFunctionExpression;NPV_UnaryFunctionExpression;NumericExpression,0
idaes/core/util/diagnostics_tools/evaluation_error.py,36,from,pyomo.core.base.var,VarData,0
idaes/core/util/diagnostics_tools/evaluation_error.py,37,from,pyomo.repn.standard_repn,generate_standard_repn,0
idaes/core/util/diagnostics_tools/evaluation_error.py,40,from,pyomo.common.collections,ComponentSet,0
idaes/core/util/diagnostics_tools/evaluation_error.py,41,from,pyomo.common.config,ConfigDict,0
idaes/core/util/diagnostics_tools/evaluation_error.py,44,from,pyomo.core.expr.visitor,StreamBasedExpressionVisitor,0
idaes/core/util/diagnostics_tools/evaluation_error.py,45,from,pyomo.contrib.fbbt.fbbt,compute_bounds_on_expr,0
idaes/core/util/diagnostics_tools/ill_conditioning.py,20,from,pyomo.environ,check_optimal_termination;ConcreteModel;Constraint;Expression;Objective;RangeSet;SolverFactory;value;Var,0
idaes/core/util/diagnostics_tools/ill_conditioning.py,32,from,idaes.core.scaling.util,get_jacobian,0
idaes/core/util/diagnostics_tools/ill_conditioning.py,35,import,idaes.logger,,0
idaes/core/util/diagnostics_tools/ipopt_halt_on_error.py,20,from,pyomo.environ,SolverFactory,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,20,import,sys,,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,21,from,inspect,signature,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,23,import,numpy,,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,24,from,scipy.linalg,svd,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,25,from,scipy.sparse.linalg,svds,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,27,from,pyomo.core.base.block,BlockData,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,28,from,pyomo.core.base.var,VarData,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,29,from,pyomo.core.base.constraint,ConstraintData,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,30,from,pyomo.common.config,ConfigDict;ConfigValue;document_kwargs_from_configdict;PositiveInt;NonNegativeFloat,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,37,from,pyomo.common.errors,PyomoException,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,39,from,idaes.core.util.model_statistics,greybox_block_set,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,42,from,idaes.core.scaling.util,get_jacobian,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,45,from,idaes.core.util.diagnostics_tools.writer_utils,write_report_section;MAX_STR_LENGTH;TAB,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,50,from,idaes.core.util.misc,make_ordinal,0
idaes/core/util/diagnostics_tools/svd_toolbox.py,51,import,idaes.logger,,0
idaes/core/util/diagnostics_tools/utils.py,20,import,numpy,,0
idaes/core/util/diagnostics_tools/utils.py,21,from,scipy.sparse.linalg,norm,0
idaes/core/util/diagnostics_tools/utils.py,23,from,pyomo.environ,value;Var,0
idaes/core/util/diagnostics_tools/utils.py,27,from,pyomo.common.collections,ComponentSet,0
idaes/core/util/diagnostics_tools/utils.py,29,from,idaes.core.scaling.util,get_jacobian;get_scaling_factor,0
idaes/core/util/diagnostics_tools/writer_utils.py,20,from,pyomo.common.collections,ComponentSet,0
idaes/core/util/diagnostics_tools/writer_utils.py,22,from,idaes.core.util.model_statistics,activated_blocks_set;deactivated_blocks_set;activated_equalities_set;deactivated_equalities_set;activated_inequalities_set;deactivated_inequalities_set;activated_objectives_set;deactivated_objectives_set;variables_in_activated_constraints_set;number_activated_greybox_equalities;number_deactivated_greybox_equalities;activated_greybox_block_set;deactivated_greybox_block_set;greybox_block_set;unfixed_greybox_variables;greybox_variables,0
idaes/core/util/diagnostics_tools/writer_utils.py,40,from,idaes.core.util.diagnostics_tools.utils,var_in_block,0
idaes/core/util/doctesting.py,19,import,re,,0
idaes/core/util/dyn_utils.py,18,from,pyomo.environ,Block;Constraint;value;Var,0
idaes/core/util/dyn_utils.py,19,from,pyomo.dae,DerivativeVar,0
idaes/core/util/dyn_utils.py,20,from,pyomo.dae.flatten,flatten_dae_components,0
idaes/core/util/dyn_utils.py,21,from,pyomo.dae.set_utils,is_explicitly_indexed_by;is_in_block_indexed_by;get_index_set_except,0
idaes/core/util/dyn_utils.py,26,from,pyomo.common.collections,ComponentSet,0
idaes/core/util/dyn_utils.py,28,import,idaes.logger,,0
idaes/core/util/env_info.py,19,import,sys,,0
idaes/core/util/env_info.py,20,import,platform,,0
idaes/core/util/env_info.py,21,import,json,,0
idaes/core/util/env_info.py,22,import,importlib.metadata,,0
idaes/core/util/env_info.py,23,from,packaging.requirements,Requirement,0
idaes/core/util/env_info.py,25,import,pyomo,,0
idaes/core/util/env_info.py,26,import,pyomo.environ,,0
idaes/core/util/env_info.py,27,import,idaes,,0
idaes/core/util/expr_doc.py,17,import,logging,,0
idaes/core/util/expr_doc.py,18,import,re,,0
idaes/core/util/expr_doc.py,20,from,pyomo.core.expr.sympy_tools,_functionMap;_pyomo_operator_map;_configure_sympy,0
idaes/core/util/expr_doc.py,25,from,pyomo.environ,ExternalFunction;Var;Expression;value;units,0
idaes/core/util/expr_doc.py,26,from,pyomo.core.base.constraint,ConstraintData;Constraint,0
idaes/core/util/expr_doc.py,27,from,pyomo.core.base.expression,ExpressionData,0
idaes/core/util/expr_doc.py,28,from,pyomo.core.base.block,BlockData,0
idaes/core/util/expr_doc.py,29,from,pyomo.core.expr.visitor,StreamBasedExpressionVisitor,0
idaes/core/util/expr_doc.py,30,from,pyomo.core.expr.numeric_expr,ExternalFunctionExpression,0
idaes/core/util/expr_doc.py,31,from,pyomo.core,expr;native_types,0
idaes/core/util/expr_doc.py,32,from,pyomo.common.collections,ComponentMap,0
idaes/core/util/expr_doc.py,38,import,sympy,,0
idaes/core/util/functions.py,17,import,os,,0
idaes/core/util/functions.py,18,from,pyomo.common.fileutils,find_library,0
idaes/core/util/initialization.py,18,from,pyomo.environ,Block;check_optimal_termination;Constraint;value,0
idaes/core/util/initialization.py,24,from,pyomo.network,Arc,0
idaes/core/util/initialization.py,25,from,pyomo.dae,ContinuousSet,0
idaes/core/util/initialization.py,26,from,pyomo.core.expr.visitor,identify_variables,0
idaes/core/util/initialization.py,28,from,idaes.core.util.exceptions,ConfigurationError,0
idaes/core/util/initialization.py,29,from,idaes.core.util.model_statistics,degrees_of_freedom,0
idaes/core/util/initialization.py,30,from,idaes.core.util.dyn_utils,get_activity_dict;deactivate_model_at;deactivate_constraints_unindexed_by;fix_vars_unindexed_by;get_derivatives_at;copy_values_at_time;get_implicit_index_of_set,0
idaes/core/util/initialization.py,39,import,idaes.logger,,0
idaes/core/util/initialization.py,40,from,idaes.core.solvers,get_solver,0
idaes/core/util/math.py,19,from,pyomo.environ,Param;log;sqrt;exp,0
idaes/core/util/misc.py,18,from,enum,Enum,0
idaes/core/util/misc.py,20,import,pyomo.environ,,0
idaes/core/util/misc.py,21,from,pyomo.common.config,ConfigBlock,0
idaes/core/util/misc.py,22,from,pyomo.core.expr.visitor,_ToStringVisitor,0
idaes/core/util/misc.py,23,from,pyomo.core.base.expression,ExpressionData,0
idaes/core/util/misc.py,25,import,idaes.logger,,0
idaes/core/util/model_diagnostics.py,25,from,pyomo.common.deprecation,relocated_module_attribute,0
idaes/core/util/model_serializer.py,23,import,json,,0
idaes/core/util/model_serializer.py,24,import,datetime,,0
idaes/core/util/model_serializer.py,25,import,time,,0
idaes/core/util/model_serializer.py,26,import,gzip,,0
idaes/core/util/model_serializer.py,27,import,logging,,0
idaes/core/util/model_serializer.py,29,from,pyomo.environ,Param;Var;BooleanVar;Expression;Block;Constraint;Suffix;value,0
idaes/core/util/model_serializer.py,39,from,pyomo.core.base.param,ParamData,0
idaes/core/util/model_serializer.py,40,from,pyomo.core.base.component,ComponentData,0
idaes/core/util/model_statistics.py,21,import,sys,,0
idaes/core/util/model_statistics.py,23,from,pyomo.environ,Block;Constraint;Expression;Objective;Var;value,0
idaes/core/util/model_statistics.py,24,from,pyomo.dae,DerivativeVar,0
idaes/core/util/model_statistics.py,25,from,pyomo.core.expr,identify_variables,0
idaes/core/util/model_statistics.py,26,from,pyomo.common.collections,ComponentMap;ComponentSet,0
idaes/core/util/model_statistics.py,27,from,pyomo.common.deprecation,deprecation_warning,0
idaes/core/util/model_statistics.py,28,from,pyomo.contrib.pynumero.interfaces.external_grey_box,ExternalGreyBoxBlock,0
idaes/core/util/model_statistics.py,30,import,idaes.logger,,0
idaes/core/util/model_statistics.py,31,from,idaes.core.scaling,get_scaling_factor,0
idaes/core/util/parameter_sweep.py,17,import,sys,,0
idaes/core/util/parameter_sweep.py,18,import,json,,0
idaes/core/util/parameter_sweep.py,20,from,pandas,DataFrame,0
idaes/core/util/parameter_sweep.py,22,from,pyomo.core,Param;Var,0
idaes/core/util/parameter_sweep.py,23,from,pyomo.environ,check_optimal_termination,0
idaes/core/util/parameter_sweep.py,24,from,pyomo.common.config,ConfigDict;ConfigValue;document_kwargs_from_configdict,0
idaes/core/util/parameter_sweep.py,26,import,idaes.logger,,0
idaes/core/util/parameter_sweep.py,27,from,idaes.core.surrogate.pysmo.sampling,SamplingMethods;UniformSampling,0
idaes/core/util/parameter_sweep.py,28,from,idaes.core.util.exceptions,ConfigurationError,0
idaes/core/util/performance.py,17,import,gc,,0
idaes/core/util/performance.py,18,import,pytest,,0
idaes/core/util/performance.py,20,from,pyomo.util.check_units,assert_units_consistent,0
idaes/core/util/performance.py,21,from,pyomo.common.timing,TicTocTimer,0
idaes/core/util/performance.py,22,from,pyomo.environ,assert_optimal_termination,0
idaes/core/util/performance.py,23,import,pyomo.common.unittest,,0
idaes/core/util/performance.py,25,from,idaes.core.solvers,get_solver,0
idaes/core/util/performance.py,26,from,idaes.core.util.model_statistics,degrees_of_freedom,0
idaes/core/util/phase_equilibria.py,19,import,matplotlib.pyplot,,0
idaes/core/util/phase_equilibria.py,20,import,numpy,,0
idaes/core/util/phase_equilibria.py,23,from,pyomo.environ,check_optimal_termination;value;units,0
idaes/core/util/phase_equilibria.py,29,from,idaes.core.solvers,get_solver,0
idaes/core/util/phase_equilibria.py,30,import,idaes.logger,,0
idaes/core/util/plot.py,19,import,matplotlib.pyplot,,0
idaes/core/util/plot.py,21,import,pyomo.environ,,0
idaes/core/util/plot.py,22,from,pyomo.core.base.indexed_component_slice,IndexedComponent_slice,0
idaes/core/util/scaling.py,30,import,math,,0
idaes/core/util/scaling.py,31,import,sys,,0
idaes/core/util/scaling.py,33,import,scipy.sparse.linalg,,0
idaes/core/util/scaling.py,34,import,scipy.linalg,,0
idaes/core/util/scaling.py,36,import,pyomo.environ,,0
idaes/core/util/scaling.py,37,from,pyomo.core.base.var,VarData,0
idaes/core/util/scaling.py,38,from,pyomo.core.base.param,ParamData,0
idaes/core/util/scaling.py,39,from,pyomo.core.expr.visitor,identify_variables,0
idaes/core/util/scaling.py,40,from,pyomo.network,Arc,0
idaes/core/util/scaling.py,41,from,pyomo.contrib.pynumero.interfaces.pyomo_nlp,PyomoNLP,0
idaes/core/util/scaling.py,42,from,pyomo.contrib.pynumero.asl,AmplInterface,0
idaes/core/util/scaling.py,43,from,pyomo.common.modeling,unique_component_name,0
idaes/core/util/scaling.py,44,from,pyomo.core.base.constraint,ConstraintData,0
idaes/core/util/scaling.py,45,from,pyomo.common.collections,ComponentMap;ComponentSet,0
idaes/core/util/scaling.py,46,from,pyomo.dae,DerivativeVar,0
idaes/core/util/scaling.py,47,from,pyomo.dae.flatten,slice_component_along_sets,0
idaes/core/util/scaling.py,48,from,pyomo.util.calc_var_value,calculate_variable_from_constraint,0
idaes/core/util/scaling.py,49,from,pyomo.core,expr,0
idaes/core/util/scaling.py,50,from,pyomo.common.numeric_types,native_types,0
idaes/core/util/scaling.py,51,from,pyomo.core.base.units_container,_PyomoUnit,0
idaes/core/util/scaling.py,53,import,idaes.logger,,0
idaes/core/util/structfs/fsrunner.py,21,from,pyomo.environ,ConcreteModel,0
idaes/core/util/structfs/fsrunner.py,22,from,pyomo.environ,units,0
idaes/core/util/structfs/fsrunner.py,23,from,idaes.core,FlowsheetBlock,0
idaes/core/util/structfs/fsrunner.py,32,from,runner,Runner,1
idaes/core/util/structfs/fsrunner.py,26,from,idaes_connectivity,Connectivity,0
idaes/core/util/structfs/fsrunner.py,27,from,idaes_connectivity.jupyter,display_connectivity,0
idaes/core/util/structfs/fsrunner.py,300,from,runner_actions,CaptureSolverOutput;ModelVariables;MermaidDiagram,1
idaes/core/util/structfs/fsrunner.py,243,from,runner_actions,UnitDofChecker,1
idaes/core/util/structfs/fsrunner.py,274,from,runner_actions,Timer,1
idaes/core/util/structfs/logutil.py,17,import,logging,,0
idaes/core/util/structfs/logutil.py,18,import,warnings,,0
idaes/core/util/structfs/runner.py,18,from,abc,ABC;abstractmethod,0
idaes/core/util/structfs/runner.py,19,import,logging,,0
idaes/core/util/structfs/runner.py,20,from,typing,Callable;Optional;Tuple;Sequence;TypeVar,0
idaes/core/util/structfs/runner.py,23,from,pydantic,BaseModel,0
idaes/core/util/structfs/runner_actions.py,18,from,collections.abc,Callable,0
idaes/core/util/structfs/runner_actions.py,19,from,io,StringIO,0
idaes/core/util/structfs/runner_actions.py,20,import,re,,0
idaes/core/util/structfs/runner_actions.py,21,import,sys,,0
idaes/core/util/structfs/runner_actions.py,22,import,time,,0
idaes/core/util/structfs/runner_actions.py,23,from,typing,Union;Optional,0
idaes/core/util/structfs/runner_actions.py,26,from,pyomo.network.port,ScalarPort,0
idaes/core/util/structfs/runner_actions.py,27,from,pyomo.core.base.var,IndexedVar,0
idaes/core/util/structfs/runner_actions.py,28,from,pyomo.core.base.param,IndexedParam,0
idaes/core/util/structfs/runner_actions.py,29,import,pyomo.environ,,0
idaes/core/util/structfs/runner_actions.py,30,from,pydantic,BaseModel;Field,0
idaes/core/util/structfs/runner_actions.py,38,from,idaes.core.util.model_statistics,degrees_of_freedom,0
idaes/core/util/structfs/runner_actions.py,39,from,idaes.core.base.unit_model,ProcessBlockData,0
idaes/core/util/structfs/runner_actions.py,40,from,runner,Action,1
idaes/core/util/structfs/runner_actions.py,41,from,fsrunner,FlowsheetRunner,1
idaes/core/util/structfs/runner_actions.py,33,from,idaes_connectivity.base,Connectivity;Mermaid,0
idaes/core/util/structfs/runner_cli.py,17,import,os,,0
idaes/core/util/structfs/runner_cli.py,18,import,argparse,,0
idaes/core/util/structfs/runner_cli.py,19,import,importlib,,0
idaes/core/util/structfs/runner_cli.py,20,import,importlib.util,,0
idaes/core/util/structfs/runner_cli.py,21,import,json,,0
idaes/core/util/structfs/runner_cli.py,22,import,logging,,0
idaes/core/util/structfs/runner_cli.py,23,import,traceback,,0
idaes/core/util/structfs/runner_cli.py,24,from,io,FileIO,0
idaes/core/util/structfs/runner_cli.py,25,import,sys,,0
idaes/core/util/structfs/runner_cli.py,27,from,idaes.core.util.structfs.runner,Runner,0
idaes/core/util/tables.py,17,from,collections,OrderedDict,0
idaes/core/util/tables.py,19,from,pandas,DataFrame,0
idaes/core/util/tables.py,21,from,pyomo.environ,value,0
idaes/core/util/tables.py,22,from,pyomo.network,Arc;Port,0
idaes/core/util/tables.py,23,from,pyomo.core.base.var,VarData;Var,0
idaes/core/util/tables.py,24,from,pyomo.core.base.param,Param,0
idaes/core/util/tables.py,25,from,pyomo.core.base.expression,Expression,0
idaes/core/util/tables.py,27,import,idaes.logger,,0
idaes/core/util/tables.py,28,from,idaes.core.util.units_of_measurement,report_quantity,0
idaes/core/util/tags.py,17,import,xml.dom.minidom,,0
idaes/core/util/tags.py,18,import,collections,,0
idaes/core/util/tags.py,20,import,pyomo.environ,,0
idaes/core/util/tags.py,21,from,pyomo.core.base.indexed_component_slice,IndexedComponent_slice,0
idaes/core/util/tags.py,23,import,idaes.logger,,0
idaes/core/util/testing.py,24,from,math,ceil,0
idaes/core/util/testing.py,25,import,os,,0
idaes/core/util/testing.py,26,import,textwrap,,0
idaes/core/util/testing.py,27,from,typing,Callable;Union,0
idaes/core/util/testing.py,29,import,pytest,,0
idaes/core/util/testing.py,31,from,pyomo.environ,Constraint;Expression;log10;Set;units;Var;value,0
idaes/core/util/testing.py,32,from,pyomo.common.config,ConfigBlock,0
idaes/core/util/testing.py,33,from,pyomo.common,Executable,0
idaes/core/util/testing.py,34,from,pyomo.common.dependencies,attempt_import,0
idaes/core/util/testing.py,35,from,pyomo.common.collections,ComponentMap,0
idaes/core/util/testing.py,37,from,idaes.core,declare_process_block_class;PhysicalParameterBlock;StateBlock;StateBlockData;ReactionParameterBlock;ReactionBlockBase;ReactionBlockDataBase;MaterialFlowBasis;MaterialBalanceType;EnergyBalanceType;Component;Phase,0
idaes/core/util/testing.py,51,from,idaes.core.scaling,CustomScalerBase,0
idaes/core/util/testing.py,52,from,idaes.core.util.model_statistics,degrees_of_freedom;fixed_variables_set;activated_constraints_set,0
idaes/core/util/testing.py,57,import,idaes.logger,,0
idaes/core/util/units_of_measurement.py,21,from,pyomo.environ,as_quantity;units,0
idaes/core/util/units_of_measurement.py,22,import,idaes,,0
idaes/core/util/utility_minimization.py,22,import,matplotlib.pyplot,,0
idaes/core/util/utility_minimization.py,23,import,numpy,,0
idaes/core/util/utility_minimization.py,26,from,pyomo.environ,Constraint;sqrt;Expression;value;Var,0
idaes/core/util/utility_minimization.py,28,from,pyomo.environ,units,0
idaes/logger.py,18,import,sys,,0
idaes/logger.py,19,import,logging,,0
idaes/logger.py,20,from,contextlib,contextmanager,0
idaes/logger.py,22,from,pyomo.common.tee,capture_output,0
idaes/logger.py,23,from,pyomo.common.log,LogStream,0
idaes/logger.py,25,import,idaes,,0
idaes/models/control/__init__.py,13,from,idaes.models.control.controller,PIDController;ControllerType;ControllerMVBoundType;ControllerAntiwindupType,0
idaes/models/control/controller.py,22,import,enum,,0
idaes/models/control/controller.py,23,import,functools,,0
idaes/models/control/controller.py,25,import,pyomo.environ,,0
idaes/models/control/controller.py,26,import,pyomo.dae,,0
idaes/models/control/controller.py,27,from,pyomo.common.config,ConfigValue;In;Bool,0
idaes/models/control/controller.py,29,from,idaes.core,UnitModelBlockData;declare_process_block_class,0
idaes/models/control/controller.py,30,from,idaes.core.util.exceptions,ConfigurationError,0
idaes/models/control/controller.py,31,from,idaes.core.util.math,smooth_bound,0
idaes/models/control/controller.py,32,from,idaes.core.util,scaling,0
idaes/models/costing/QGESS.py,37,import,textwrap,,0
idaes/models/costing/QGESS.py,38,from,sys,stdout,0
idaes/models/costing/QGESS.py,40,from,pandas,DataFrame,0
idaes/models/costing/QGESS.py,41,from,pint.errors,UndefinedUnitError,0
idaes/models/costing/QGESS.py,42,from,pyomo.common.config,ConfigValue;ListOf,0
idaes/models/costing/QGESS.py,43,from,pyomo.core.base.units_container,InconsistentUnitsError;UnitsError,0
idaes/models/costing/QGESS.py,44,from,pyomo.environ,Expression;Param;Var;log10,0
idaes/models/costing/QGESS.py,45,from,pyomo.environ,units,0
idaes/models/costing/QGESS.py,46,from,pyomo.environ,value,0
idaes/models/costing/QGESS.py,47,from,pyomo.util.calc_var_value,calculate_variable_from_constraint,0
idaes/models/costing/QGESS.py,49,from,idaes.core.base.costing_base,load_location_factors,0
idaes/models/costing/QGESS.py,50,import,idaes.core.util.scaling,,0
idaes/models/costing/QGESS.py,51,import,idaes.logger,,0
idaes/models/costing/QGESS.py,52,from,idaes.core,FlowsheetCostingBlockData;declare_process_block_class,0
idaes/models/costing/QGESS.py,53,from,idaes.core.util.exceptions,BurntToast;ConfigurationError,0
idaes/models/costing/QGESS.py,54,from,idaes.core.util.math,smooth_max,0
idaes/models/costing/QGESS.py,55,from,idaes.core.util.tables,stream_table_dataframe_to_string,0
idaes/models/costing/QGESS.py,56,from,idaes.models_extra.power_generation.costing.generic_ccs_capcost_custom_dict,load_generic_ccs_costing_dictionary,0
idaes/models/costing/QGESS.py,59,from,idaes.models_extra.power_generation.costing.power_plant_costing_dictionaries,define_preloaded_accounts;load_BB_costing_dictionary;load_default_resource_prices;load_fixed_OM_data;register_power_plant_currency_units,0
idaes/models/costing/SSLW.py,26,import,pyomo.environ,,0
idaes/models/costing/SSLW.py,29,from,idaes.models.unit_models,Compressor;CSTR;Flash;Heater;HeatExchanger;HeatExchangerNTU;PFR;PressureChanger;Pump;StoichiometricReactor;Turbine,0
idaes/models/costing/SSLW.py,42,from,idaes.models.unit_models.pressure_changer,ThermodynamicAssumption,0
idaes/models/costing/SSLW.py,43,from,idaes.models.unit_models.heat_exchanger,HeatExchangerFlowPattern,0
idaes/models/costing/SSLW.py,45,from,idaes.core,declare_process_block_class,0
idaes/models/costing/SSLW.py,46,from,idaes.core.util.exceptions,ConfigurationError,0
idaes/models/costing/SSLW.py,47,from,idaes.core.util.constants,Constants,0
idaes/models/costing/SSLW.py,48,from,idaes.core.util.math,smooth_max,0
idaes/models/costing/SSLW.py,49,from,idaes.core.util.misc,StrEnum,0
idaes/models/costing/SSLW.py,51,from,idaes.core,FlowsheetCostingBlockData;register_idaes_currency_units,0
idaes/models/costing/SSLW.py,56,import,idaes.logger,,0
idaes/models/flowsheets/demo_flowsheet.py,20,from,pyomo.environ,ConcreteModel;TransformationFactory,0
idaes/models/flowsheets/demo_flowsheet.py,21,from,pyomo.network,Arc,0
idaes/models/flowsheets/demo_flowsheet.py,23,from,idaes.core,FlowsheetBlock,0
idaes/models/flowsheets/demo_flowsheet.py,24,from,idaes.core.solvers,get_solver,0
idaes/models/flowsheets/demo_flowsheet.py,25,import,idaes.core.util.scaling,,0
idaes/models/flowsheets/demo_flowsheet.py,27,from,idaes.core.util.initialization,propagate_state,0
idaes/models/flowsheets/demo_flowsheet.py,28,from,idaes.models.properties.activity_coeff_models.BTX_activity_coeff_VLE,BTXParameterBlock,0
idaes/models/flowsheets/demo_flowsheet.py,31,from,idaes.models.unit_models,Mixer;Heater;Flash,0
idaes/models/flowsheets/demo_flowsheet.py,33,import,idaes.logger,,0
idaes/models/properties/activity_coeff_models/BTX_activity_coeff_VLE.py,22,from,pyomo.environ,Param;NonNegativeReals;Set;units,0
idaes/models/properties/activity_coeff_models/BTX_activity_coeff_VLE.py,25,from,idaes.core,declare_process_block_class;Component,0
idaes/models/properties/activity_coeff_models/BTX_activity_coeff_VLE.py,26,from,idaes.core.util.misc,extract_data,0
idaes/models/properties/activity_coeff_models/BTX_activity_coeff_VLE.py,28,from,idaes.models.properties.activity_coeff_models.activity_coeff_prop_pack,ActivityCoeffParameterData,0
idaes/models/properties/activity_coeff_models/BTX_activity_coeff_VLE.py,31,from,idaes.logger,getIdaesLogger,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,50,from,pyomo.environ,Block;check_optimal_termination;Constraint;log;NonNegativeReals;value;Var;exp;Expression;Param;sqrt;units,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,64,from,pyomo.common.config,ConfigDict;ConfigValue;In,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,67,from,idaes.core,declare_process_block_class;MaterialFlowBasis;PhysicalParameterBlock;StateBlockData;StateBlock;MaterialBalanceType;EnergyBalanceType;LiquidPhase;VaporPhase,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,78,from,idaes.core.util.initialization,fix_state_vars;revert_state_vars;solve_indexed_blocks,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,83,from,idaes.core.util.exceptions,ConfigurationError;InitializationError,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,84,from,idaes.core.util.model_statistics,degrees_of_freedom,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,85,from,idaes.core.util.constants,Constants,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,86,from,idaes.core.solvers,get_solver,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,87,import,idaes.core.util.scaling,,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,88,import,idaes.logger,,0
idaes/models/properties/activity_coeff_models/activity_coeff_prop_pack.py,89,from,idaes.core.initialization,InitializerBase,0
idaes/models/properties/activity_coeff_models/methane_combustion_ideal.py,22,from,pyomo.environ,Param;Set;units,0
idaes/models/properties/activity_coeff_models/methane_combustion_ideal.py,23,from,pyomo.common.config,ConfigValue;In,0
idaes/models/properties/activity_coeff_models/methane_combustion_ideal.py,26,from,idaes.core,declare_process_block_class;PhysicalParameterBlock;Component,0
idaes/models/properties/activity_coeff_models/methane_combustion_ideal.py,27,from,idaes.core.util.misc,extract_data,0
idaes/models/properties/activity_coeff_models/methane_combustion_ideal.py,29,from,idaes.models.properties.activity_coeff_models.activity_coeff_prop_pack,ActivityCoeffParameterData,0
idaes/models/properties/activity_coeff_models/methane_combustion_ideal.py,32,from,idaes.logger,getIdaesLogger,0
idaes/models/properties/examples/saponification_reactions.py,22,from,pyomo.environ,Constraint;exp;Param;Set;units;Var,0
idaes/models/properties/examples/saponification_reactions.py,25,from,idaes.core,declare_process_block_class;MaterialFlowBasis;ReactionParameterBlock;ReactionBlockDataBase;ReactionBlockBase,0
idaes/models/properties/examples/saponification_reactions.py,32,from,idaes.core.util.misc,add_object_reference,0
idaes/models/properties/examples/saponification_reactions.py,33,from,idaes.core.util.constants,Constants,0
idaes/models/properties/examples/saponification_reactions.py,34,import,idaes.logger,,0
idaes/models/properties/examples/saponification_reactions.py,35,from,idaes.core.scaling,CustomScalerBase,0
idaes/models/properties/examples/saponification_reactions.py,40,from,idaes.core.util.scaling,get_scaling_factor,0
idaes/models/properties/examples/saponification_thermo.py,22,from,pyomo.environ,Constraint;Param;PositiveReals;Reals;units;value;Var,0
idaes/models/properties/examples/saponification_thermo.py,33,from,idaes.core,declare_process_block_class;MaterialFlowBasis;PhysicalParameterBlock;StateBlockData;StateBlock;MaterialBalanceType;EnergyBalanceType;LiquidPhase;Component,0
idaes/models/properties/examples/saponification_thermo.py,44,from,idaes.core.util.model_statistics,degrees_of_freedom,0
idaes/models/properties/examples/saponification_thermo.py,45,from,idaes.core.util.initialization,fix_state_vars;revert_state_vars,0
idaes/models/properties/examples/saponification_thermo.py,46,import,idaes.logger,,0
idaes/models/properties/examples/saponification_thermo.py,47,from,idaes.core.scaling,CustomScalerBase,0
idaes/models/properties/general_helmholtz/__init__.py,13,from,helmholtz_functions,StateVars;PhaseType;AmountBasis;HelmholtzThermoExpressions;HelmholtzParameterBlock;HelmholtzParameterBlockData;add_helmholtz_external_functions;helmholtz_available;helmholtz_data_dir,1
idaes/models/properties/general_helmholtz/__init__.py,24,from,helmholtz_state,HelmholtzStateBlock;HelmholtzStateBlockData;HelmholtzEoSInitializer,1
idaes/models/properties/general_helmholtz/__init__.py,29,from,idaes.models.properties.general_helmholtz.components.parameters,get_parameter_path;set_parameter_path,0
idaes/models/properties/general_helmholtz/__init__.py,33,from,idaes.models.properties.general_helmholtz.components.registry,register_helmholtz_component;registered_components;viscosity_available;thermal_conductivity_available;surface_tension_available;component_registered;clear_component_registry;eos_reference;viscosity_reference;thermal_conductivity_reference;surface_tension_reference,0
idaes/models/properties/general_helmholtz/components/__init__.py,19,from,idaes.models.properties.general_helmholtz.components.registry,register_helmholtz_component;remove_component;registered_components;viscosity_available;thermal_conductivity_available;surface_tension_available;component_registered;clear_component_registry;eos_reference;viscosity_reference;thermal_conductivity_reference;surface_tension_reference,0
